survey_type,province,city,county,survey_time,gender,birth,nationality,religion,religion_freq,edu,edu_other,edu_status,edu_yr,income,political,join_party,floor_area,property_0,property_1,property_2,property_3,property_4,property_5,property_6,property_7,property_8,property_other,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest_0,invest_1,invest_2,invest_3,invest_4,invest_5,invest_6,invest_7,invest_8,invest_other,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9
1,15,42,73,2015/7/11 8:06,2,1988,1,1,1,10,,4.0,2008.0,35000,1,,100.0,0,0,0,0,0,1,0,0,0,,163,100,4,4,4,1,1.0,2,1,3,5,4,1,1,4,3,5,5,4,3,2,4,5,3,1,4,4,2,2.0,3.0,2,3,6,5,7,4,1,3.0,1.0,1.0,3.0,1,2,2,2,80000.0,5,3,2,1,0,1,0,0,0,0,0,0,0,,1,0,1.0,3,2008.0,1988.0,2008.0,4.0,1.0,1.0,40000.0,1.0,3.0,1.0,1964,1,1,2,1964,1,1,2,3,2,3,3,45000.0,4,3,3,2,5,4,3,3,2,3,3,4,3,4,60,70.0,70,60,70.0,70,65,60,60
1,4,7,14,2015/10/7 14:50,2,1967,1,1,1,4,,4.0,1983.0,40000,1,,12.0,0,0,0,0,0,0,0,0,1,,158,160,4,5,5,4,2.0,2,2,2,5,5,3,1,5,1,5,5,3,3,2,2,5,2,1,3,3,2,7.0,3.0,1,1,5,3,6,2,5,,,,,1,1,1,1,100000.0,3,3,0,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1991.0,1963.0,1991.0,6.0,1.0,5.0,50000.0,1.0,3.0,1.0,-2,1,1,1,-2,2,1,1,2,1,4,3,-2.0,3,2,2,2,5,3,2,2,2,2,-8,-8,2,3,80,70.0,70,70,70.0,70,70,50,50
2,23,69,109,2015/9/25 12:51,1,1956,1,1,4,3,,4.0,1969.0,7500,1,,50.0,0,1,0,0,0,0,0,0,0,,165,96,3,4,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,3,1,1,3.0,2.0,1,4,2,1,2,2,3,,,,,1,1,2,2,8000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1975.0,1956.0,1975.0,1.0,1.0,1.0,1000.0,4.0,,,1935,1,1,2,1937,1,1,2,3,1,4,2,9000.0,5,5,5,5,5,5,3,4,3,2,4,3,1,4,90,80.0,70,60,70.0,80,80,70,70
1,6,15,31,2015/8/11 7:37,2,1993,1,1,4,11,,1.0,2012.0,20000,4,2013.0,120.0,0,0,0,0,1,0,0,0,0,,160,120,5,5,5,1,1.0,3,4,2,4,4,2,1,3,3,3,3,3,4,3,3,3,5,1,4,4,4,2.0,2.0,2,3,3,1,5,2,6,,,,,1,2,1,2,50000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,0,,1,,,,,,,,,,,1965,1,1,9,1965,1,1,9,3,1,4,2,20000.0,4,4,4,4,4,4,3,4,3,3,3,3,3,3,80,80.0,80,80,80.0,90,70,90,90
1,6,17,33,2015/8/4 15:05,1,1982,1,1,1,4,,4.0,1997.0,20000,1,,70.0,0,0,0,0,0,0,0,0,1,,169,120,3,5,5,1,2.0,1,1,1,4,1,3,1,5,3,5,5,4,4,5,5,5,5,5,3,1,2,7.0,4.0,1,3,3,3,3,2,1,3.0,3.0,1.0,3.0,1,2,2,2,30000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,1.0,4,-2.0,1985.0,2008.0,4.0,1.0,1.0,10000.0,1.0,3.0,1.0,1950,3,1,2,-2,3,1,2,3,1,3,2,60000.0,4,4,4,4,4,4,4,4,4,4,4,4,2,2,85,75.0,75,75,75.0,75,75,75,75
1,1,1,2,2015/9/4 11:03,1,1936,1,0,3,2,,,,40800,1,,35.0,0,1,1,1,0,0,0,0,0,,170,110,3,5,5,2,1.0,1,1,1,3,1,1,3,5,5,5,5,5,5,5,5,5,5,5,1,1,1,,,1,3,3,3,3,3,5,,,,,1,1,2,2,-2.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,3,1962.0,1940.0,1962.0,2.0,1.0,2.0,26400.0,5.0,,,-2,2,1,5,-2,1,1,2,3,2,3,2,60000.0,5,5,-8,-8,5,5,1,-8,2,3,5,4,1,4,60,60.0,60,60,60.0,60,60,60,60
2,10,28,51,2015/7/26 9:44,1,1975,1,1,1,4,,4.0,1991.0,20000,1,,180.0,0,1,0,0,0,0,0,0,0,,170,145,3,5,5,1,1.0,1,4,2,5,1,1,1,5,3,3,5,3,3,1,5,5,5,5,4,4,1,5.0,5.0,1,4,1,1,3,1,1,3.0,22.0,1.0,3.0,1,1,2,2,20000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2001.0,1975.0,2001.0,4.0,1.0,1.0,0.0,5.0,,,1946,1,1,2,1950,1,1,2,2,2,3,2,40000.0,5,5,5,5,5,5,3,4,-8,-8,-8,-8,1,3,75,75.0,75,80,40.0,75,75,75,75
2,29,84,127,2015/7/25 8:41,1,1953,1,1,1,3,,2.0,,10000,1,,65.0,0,1,0,0,0,0,0,0,0,,158,124,3,3,3,1,1.0,1,1,4,5,1,1,1,5,3,5,5,4,4,3,3,5,5,5,3,4,3,1.0,4.0,1,2,5,4,4,2,2,,,,,1,1,2,2,10000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,0,3,0.0,7,1986.0,,,,,,,,,,-2,1,1,16,-2,1,1,2,2,1,5,2,15000.0,4,3,3,4,4,-8,4,-8,3,-8,-8,-8,2,5,90,50.0,70,70,90.0,70,70,70,0
1,11,30,53,2015/7/22 16:13,2,1985,1,1,1,7,,4.0,2005.0,24000,2,,150.0,0,0,1,0,0,0,0,0,0,,163,98,5,5,5,4,2.0,2,3,1,3,5,4,2,4,3,3,5,4,3,1,5,5,5,1,2,4,3,7.0,4.0,4,2,5,4,8,4,5,,,,,1,2,2,2,100000.0,5,3,1,2,0,0,1,0,0,0,0,0,0,,0,0,,3,2008.0,1980.0,2008.0,7.0,2.0,5.0,60000.0,1.0,3.0,1.0,1962,1,1,2,1965,1,1,2,2,2,4,2,40000.0,4,3,3,3,5,-8,2,4,3,-8,-8,-8,2,3,90,76.0,70,85,60.0,88,80,85,85
2,21,62,98,2015/7/15 9:43,2,1961,1,-8,1,4,,4.0,1980.0,20000,1,,450.0,0,1,0,0,0,0,0,0,0,,154,100,4,5,3,2,2.0,2,1,1,5,3,1,1,2,3,4,4,4,3,5,2,5,5,4,2,3,3,5.0,5.0,2,4,7,4,8,3,1,3.0,33.0,1.0,3.0,1,1,2,2,120000.0,1,4,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,1982.0,1956.0,1982.0,6.0,4.0,2.0,40000.0,1.0,3.0,1.0,-2,4,1,2,-2,1,1,2,2,1,3,2,2.0,3,3,3,2,5,5,2,5,4,3,3,2,1,4,100,99.0,98,100,100.0,98,100,98,98
1,13,37,68,2015/9/4 10:53,1,1975,1,1,1,4,,2.0,1990.0,25000,1,,90.0,0,0,0,0,0,0,0,0,1,,167,130,4,5,5,1,2.0,2,2,2,3,5,1,2,5,4,3,5,4,4,3,5,5,5,1,3,4,1,2.0,5.0,1,2,3,1,5,6,1,5.0,28.0,2.0,3.0,1,2,2,2,25000.0,5,2,0,2,0,1,0,0,0,0,0,0,0,,2,1,3.0,3,1996.0,1976.0,1996.0,4.0,1.0,1.0,0.0,5.0,,,1942,4,1,2,-2,4,1,2,3,1,-8,3,100000.0,3,3,3,3,3,4,3,3,3,-8,-8,-8,3,4,80,80.0,40,50,40.0,40,40,50,60
1,1,1,4,2015/8/24 10:10,1,1926,1,1,1,4,,4.0,1942.0,36000,1,,73.1,0,1,0,0,0,0,0,0,0,,168,140,2,2,3,5,1.0,4,1,4,4,1,1,1,5,5,1,4,4,5,5,2,5,5,5,2,1,1,7.0,7.0,1,2,4,4,4,4,5,,,,,1,1,2,2,72000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,2,1,0.0,4,1948.0,1934.0,1952.0,3.0,1.0,5.0,36000.0,5.0,,,1903,2,1,3,1905,-8,1,-8,3,2,3,3,60000.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,85,80.0,70,70,70.0,70,80,80,80
2,17,50,83,2015/7/28 10:38,1,1969,1,1,1,4,,4.0,1987.0,30000,1,,200.0,0,0,0,0,1,0,0,0,0,,175,120,2,3,2,1,1.0,1,1,1,5,4,4,1,5,4,5,5,4,3,2,4,5,5,1,2,4,1,6.0,4.0,1,2,5,3,5,2,1,3.0,5.0,1.0,3.0,1,1,2,2,34000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,1.0,6,1991.0,,,,,,,,,,1947,3,1,2,1949,3,1,2,2,1,4,3,4000.0,4,4,4,4,4,4,2,4,3,-8,-8,-8,1,3,80,80.0,80,80,80.0,90,80,80,80
2,5,11,27,2015/7/27 12:45,1,1961,1,1,1,6,,4.0,1978.0,4000,1,,120.0,0,1,1,0,0,0,0,0,0,,171,168,1,2,2,1,1.0,3,1,1,4,1,1,1,5,5,3,5,4,4,5,5,5,5,5,5,5,1,1.0,3.0,3,1,1,5,1,5,3,,,,,1,1,2,2,4000.0,2,2,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1980.0,1958.0,1980.0,3.0,1.0,1.0,0.0,3.0,,,1912,1,1,5,1910,1,1,15,3,3,4,4,30000.0,4,3,3,1,1,4,1,5,3,3,3,3,2,4,90,90.0,30,30,0.0,50,60,0,0
2,6,12,28,2015/7/31 14:39,2,1965,1,1,1,3,,4.0,1977.0,2000,1,,150.0,0,0,1,0,0,0,0,0,0,,165,160,3,3,5,1,1.0,1,1,1,5,1,1,1,5,2,5,5,4,3,2,5,5,4,5,3,2,1,3.0,1.0,1,3,3,3,3,3,3,,,,,1,1,2,2,10000.0,2,1,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1982.0,1959.0,1982.0,4.0,1.0,1.0,5000.0,2.0,,,1937,6,1,2,1942,4,1,2,2,2,4,2,-2.0,4,4,3,3,3,3,2,4,3,-8,-8,-8,1,4,-3,80.0,-3,-3,-3.0,99,80,80,60
2,2,3,10,2015/7/26 15:46,1,1972,1,1,1,1,,,,30000,1,,300.0,0,1,0,0,0,0,0,0,0,,175,150,4,4,4,1,1.0,2,1,1,4,1,3,1,5,5,3,5,3,3,5,5,5,5,5,2,3,1,3.0,3.0,1,4,3,2,5,1,3,,,,,1,1,2,2,40000.0,5,3,1,1,0,1,0,0,0,0,0,0,0,,2,0,0.0,3,1993.0,1971.0,1993.0,1.0,1.0,1.0,0.0,4.0,,,1904,1,1,2,1939,1,1,2,1,2,3,2,150000.0,4,4,4,3,4,3,4,4,4,3,-8,4,4,4,80,70.0,80,75,80.0,80,90,75,75
2,6,16,32,2015/8/9 12:34,2,1950,1,1,1,3,,2.0,,-2,1,,90.0,0,1,0,0,0,0,0,0,0,,155,98,2,3,3,1,1.0,1,1,1,5,1,1,1,5,4,5,5,4,4,5,5,5,5,5,3,3,1,2.0,2.0,1,3,4,4,5,3,5,,,,,1,1,2,2,-2.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,7,1974.0,,,,,,,,,,-2,1,1,2,-2,1,1,2,2,2,3,2,-2.0,4,4,4,4,4,4,3,4,4,4,4,4,3,4,70,70.0,70,70,60.0,60,77,77,70
2,10,26,48,2015/7/26 14:26,1,1971,1,1,1,4,,4.0,1986.0,14400,4,1989.0,120.0,0,1,0,0,0,0,0,0,0,,170,170,4,4,4,1,1.0,2,2,3,3,3,2,3,4,4,3,4,4,4,4,4,5,5,5,2,4,1,3.0,5.0,2,2,7,7,6,6,2,,,,,1,1,1,1,14400.0,4,3,1,1,1,0,0,0,0,0,0,0,0,,1,0,1.0,3,1996.0,1971.0,1996.0,11.0,4.0,2.0,0.0,4.0,,,-2,-8,1,2,-2,1,1,2,2,2,3,2,100000.0,3,4,4,4,3,4,4,4,3,4,3,4,3,3,90,89.0,87,70,88.0,90,98,97,78
1,9,21,43,2015/7/7 11:55,1,1946,1,1,1,3,,4.0,-2.0,10000,1,,100.0,0,1,0,0,0,0,0,0,0,,170,110,2,2,3,1,1.0,1,1,2,2,1,1,4,5,5,5,5,4,4,5,4,5,5,5,3,3,1,5.0,5.0,1,3,3,2,3,2,3,,,,,1,1,2,2,20000.0,6,3,1,1,0,1,0,0,0,0,0,0,0,,2,2,0.0,3,1972.0,1944.0,1972.0,1.0,1.0,1.0,5000.0,3.0,,,-2,1,1,2,-2,1,1,2,2,1,3,2,-2.0,5,4,4,3,5,3,3,-8,5,-8,-8,-8,2,4,100,70.0,60,70,70.0,80,70,60,60
1,1,1,8,2015/9/10 14:10,1,1959,1,1,3,6,,4.0,1977.0,27600,1,,56.0,0,0,0,0,1,0,0,0,0,,175,138,3,4,4,2,1.0,4,2,2,5,4,4,1,3,4,1,4,3,3,3,1,5,4,2,2,4,3,3.0,3.0,6,4,4,4,3,2,1,3.0,38.0,1.0,3.0,1,1,2,2,27600.0,1,2,1,2,0,0,1,0,0,0,0,0,0,,0,1,0.0,6,1985.0,,,,,,,,,,1927,3,1,1,1935,2,1,15,3,2,4,3,84000.0,4,5,4,4,5,4,3,4,3,3,2,3,1,3,70,75.0,75,70,70.0,70,80,80,70
1,7,18,36,2015/8/8 9:30,1,1949,1,1,1,4,,4.0,1967.0,41600,1,,69.0,0,1,0,0,0,0,0,0,0,,170,170,2,3,3,2,1.0,1,1,4,5,1,1,1,5,1,5,5,4,5,5,5,5,5,5,1,3,1,,,1,3,5,5,5,5,5,,,,,1,1,2,2,60000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1979.0,1953.0,1979.0,4.0,1.0,2.0,12000.0,5.0,,,-2,1,1,16,-2,1,1,15,2,2,3,2,40000.0,4,4,4,3,5,5,3,4,3,3,3,3,2,4,60,30.0,70,50,50.0,70,50,80,70
2,18,54,88,2015/7/12 13:18,1,1951,1,1,1,1,,,,30000,1,,230.0,0,1,0,0,0,0,0,0,0,,175,134,5,5,5,1,1.0,1,1,3,5,1,1,1,5,3,5,5,4,5,5,5,5,5,5,2,3,1,5.0,5.0,1,3,4,2,5,2,4,,,,,1,1,2,2,30000.0,1,3,2,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1974.0,1954.0,1974.0,1.0,1.0,1.0,0.0,3.0,,,-2,4,1,1,-2,1,1,15,1,1,-8,2,30000.0,4,4,4,4,5,-8,2,-8,3,-8,-8,-8,3,5,80,80.0,78,80,80.0,90,80,80,90
1,10,24,46,2015/7/27 15:01,2,1939,1,1,1,7,,4.0,1959.0,24000,1,,150.0,0,0,1,0,0,0,0,0,0,,167,200,1,1,4,2,2.0,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,4,1,,,1,4,5,8,5,2,5,,,,,2,2,2,2,50000.0,3,3,2,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,3,1961.0,1932.0,1961.0,7.0,4.0,5.0,26000.0,5.0,,,-2,1,1,2,-2,3,1,2,3,1,5,4,60000.0,4,4,4,4,4,4,4,4,4,-8,-8,-8,3,5,60,60.0,80,60,60.0,60,60,60,60
1,17,48,80,2015/7/29 18:07,1,1995,1,1,1,6,,4.0,2013.0,0,2,,120.0,0,0,0,0,1,0,0,0,0,,185,120,5,5,5,2,1.0,2,3,2,2,5,1,4,3,3,2,4,4,3,2,4,5,5,1,3,4,4,6.0,5.0,6,3,6,6,7,6,6,,,,,1,1,2,-8,100000.0,3,3,2,1,0,0,1,1,0,0,0,1,0,,0,0,,1,,,,,,,,,,,1971,10,1,1,1971,6,4,1,2,1,4,-8,300000.0,4,3,3,3,5,4,4,4,3,4,-8,5,3,2,80,60.0,60,60,60.0,60,60,70,70
2,3,6,13,2015/9/24 13:44,2,1970,1,1,1,4,,2.0,1986.0,20000,1,,80.0,0,1,1,0,0,0,0,0,0,,165,130,2,2,3,1,2.0,1,1,1,4,4,1,1,5,4,5,5,5,5,5,5,5,5,1,4,4,1,3.0,7.0,1,1,5,1,10,5,3,,,,,1,1,2,2,80000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,1,0.0,3,1990.0,1969.0,1990.0,3.0,1.0,1.0,30000.0,3.0,,,1945,3,1,2,1940,1,1,2,2,2,3,2,200000.0,4,3,3,3,3,-8,3,3,3,3,-8,3,1,3,80,80.0,100,20,20.0,50,20,0,20
1,4,7,14,2015/10/4 18:41,2,1959,3,1,1,9,,4.0,1980.0,30000,1,,41.0,0,0,1,0,0,0,0,0,0,,160,120,3,5,4,2,1.0,1,1,2,4,4,4,1,4,5,4,3,4,4,4,1,5,5,1,2,4,2,7.0,5.0,3,2,4,4,4,4,5,,,,,1,1,1,1,100000.0,3,2,1,2,0,1,0,0,0,0,0,0,0,,0,1,0.0,3,1986.0,1959.0,1986.0,6.0,1.0,2.0,30000.0,1.0,5.0,1.0,1930,2,4,1,1937,2,1,15,3,2,4,3,60000.0,4,4,4,-8,4,3,3,3,3,3,-8,3,2,3,20,20.0,10,20,30.0,30,30,20,20
2,2,4,11,2015/7/31 16:03,1,1944,1,1,1,3,,3.0,,2000,1,,90.0,0,1,0,0,0,0,0,0,0,,173,102,2,2,3,1,1.0,1,1,1,2,1,1,2,5,5,5,5,5,5,5,5,5,5,5,2,4,1,2.0,2.0,1,1,1,1,1,1,4,,,,,1,1,2,2,-2.0,2,1,1,2,0,1,0,0,0,0,0,0,0,,3,0,0.0,3,1972.0,1948.0,1972.0,1.0,1.0,1.0,0.0,4.0,,,-2,1,1,2,-2,1,1,2,3,2,-8,-8,20000.0,4,4,4,4,5,4,4,4,4,4,4,4,3,5,70,50.0,50,50,50.0,40,40,50,50
1,4,7,18,2015/10/3 15:57,2,1955,1,1,1,6,,4.0,1972.0,7560,1,,150.0,0,1,0,0,0,0,0,0,0,,154,130,5,5,3,1,1.0,1,1,1,3,1,1,2,4,2,5,5,1,1,2,1,5,4,5,5,5,4,1.0,6.0,1,3,6,6,-8,5,4,,,,,1,1,2,2,43560.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1981.0,1956.0,1981.0,4.0,1.0,4.0,36000.0,5.0,,,-2,3,1,2,-2,1,1,2,1,1,4,3,18000.0,4,4,3,3,5,5,2,4,3,4,3,3,1,4,90,90.0,80,90,70.0,70,80,90,98
2,16,46,78,2015/7/31 9:12,1,1944,1,1,1,3,,4.0,1957.0,0,1,,110.0,0,0,0,1,0,0,0,0,0,,165,100,3,5,5,1,1.0,1,1,1,4,1,1,1,5,1,5,5,5,3,2,2,5,5,5,4,4,2,1.0,1.0,2,5,3,3,4,5,4,,,,,1,1,2,2,36000.0,1,3,2,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,7,1966.0,,,,,,,,,,1918,3,1,9,1918,1,1,2,2,2,5,2,30000.0,5,4,4,4,5,5,4,5,4,4,-8,-8,3,5,80,60.0,60,60,60.0,65,40,70,80
1,4,7,20,2015/10/18 17:35,1,1956,1,1,1,3,,2.0,,0,1,,40.0,0,0,0,0,0,0,0,0,1,,170,128,4,5,5,1,3.0,1,1,1,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,1,3,1,,,1,4,5,5,6,1,4,,,,,1,2,2,2,100000.0,4,2,2,2,0,1,0,0,0,0,0,0,0,,2,4,0.0,3,1979.0,1960.0,1979.0,1.0,1.0,1.0,20000.0,3.0,,,1925,1,1,2,1934,1,1,2,2,1,4,2,40000.0,5,4,5,4,5,-8,5,-8,4,-8,-8,-8,5,3,100,100.0,100,100,100.0,100,100,100,100
2,29,84,127,2015/7/21 11:00,1,1972,1,1,1,3,,4.0,1985.0,5000,1,,90.0,0,1,0,0,0,0,0,0,0,,170,104,4,5,3,1,1.0,1,1,3,5,1,3,1,4,4,4,5,3,3,5,5,5,5,5,4,4,2,2.0,3.0,4,4,3,1,5,1,1,5.0,23.0,2.0,3.0,1,1,2,2,17000.0,1,2,1,2,1,0,0,0,0,0,0,0,0,,1,1,2.0,3,1995.0,1973.0,1995.0,3.0,1.0,1.0,8400.0,1.0,3.0,1.0,1942,-8,1,2,1942,-8,1,16,3,1,2,2,40000.0,4,4,4,4,5,3,4,5,5,4,-8,2,1,5,60,65.0,70,70,65.0,70,90,60,65
1,12,32,57,2015/8/6 19:29,1,1969,1,0,1,4,,4.0,1980.0,100000,1,,102.0,0,0,0,0,0,0,0,0,1,,165,125,4,5,5,1,3.0,2,2,1,5,5,1,1,5,4,4,5,4,2,5,4,5,4,1,4,3,1,2.0,2.0,1,2,5,5,8,3,1,2.0,20.0,1.0,1.0,1,2,2,2,200000.0,4,3,1,2,0,0,1,0,0,0,0,0,0,,0,2,1.0,3,1993.0,1973.0,1993.0,4.0,1.0,1.0,100000.0,1.0,2.0,1.0,-2,1,1,-8,-2,-8,1,2,2,1,3,2,20000.0,4,3,4,4,5,4,4,4,3,3,-8,-8,1,1,70,70.0,70,80,70.0,80,70,60,60
1,28,81,123,2015/8/1 12:03,1,1968,1,1,1,6,,4.0,1989.0,75000,1,,150.0,0,1,0,0,0,0,0,0,0,,166,136,4,5,4,4,1.0,2,2,2,2,3,3,3,4,3,3,4,2,2,4,3,4,4,3,4,2,2,3.0,3.0,2,4,5,4,6,2,1,4.0,12.0,1.0,2.0,1,2,2,2,120000.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,1,0,0.0,3,1990.0,1970.0,1990.0,4.0,1.0,1.0,20000.0,3.0,,,-2,3,1,2,-2,3,1,2,2,1,3,2,100000.0,4,4,4,4,5,4,3,3,3,3,3,3,2,4,80,70.0,80,70,70.0,80,60,70,80
2,15,43,74,2015/7/15 13:49,2,1959,1,1,1,4,,4.0,1974.0,24000,1,,200.0,0,1,0,0,0,0,0,0,0,,160,130,4,4,4,1,1.0,2,2,3,4,1,2,1,5,2,3,4,4,4,4,3,5,3,5,3,3,1,1.0,5.0,1,3,6,4,6,4,1,3.0,36.0,1.0,3.0,1,2,2,2,24000.0,1,3,1,2,0,1,0,0,0,0,0,0,0,,1,3,0.0,7,1982.0,,,,,,,,,,1938,1,1,2,1935,1,1,2,2,2,4,3,36000.0,5,5,5,5,5,3,3,4,4,3,3,3,2,5,80,75.0,80,75,70.0,70,65,75,65
1,31,87,131,2015/8/19 11:18,2,1954,1,0,8,3,,4.0,-2.0,10000,1,,70.0,0,0,0,0,0,0,0,0,1,,162,130,2,5,5,1,1.0,1,1,1,2,1,1,3,5,5,5,5,5,5,5,5,5,3,5,1,4,1,,,1,2,1,1,1,1,1,3.0,-2.0,1.0,3.0,1,1,2,2,10000.0,2,2,0,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,3,-2.0,1954.0,-2.0,1.0,1.0,1.0,0.0,5.0,,,-2,1,1,2,-2,1,1,2,3,3,4,3,50000.0,4,3,4,2,4,4,2,4,2,2,5,2,1,5,100,20.0,0,50,50.0,50,30,30,30
2,29,83,126,2015/7/21 14:52,2,1935,1,0,3,1,,,,0,1,,120.0,0,0,0,1,0,0,0,0,0,,160,130,4,4,4,1,1.0,1,1,1,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,6.0,6.0,1,3,3,2,3,2,6,,,,,1,1,2,2,20000.0,1,2,1,2,0,1,0,0,0,0,0,0,0,,1,2,0.0,3,-2.0,1932.0,-2.0,1.0,1.0,1.0,0.0,4.0,,,-2,1,1,2,-2,1,1,2,2,2,3,2,10000.0,4,5,4,4,4,4,4,5,4,5,5,4,3,3,60,70.0,60,70,60.0,70,70,60,70
1,15,40,71,2015/7/12 17:04,2,1985,1,1,1,10,,4.0,2006.0,0,1,,95.0,0,0,0,0,0,0,0,0,1,,162,100,5,5,5,1,3.0,2,2,2,5,5,3,1,4,2,4,4,4,4,2,4,5,4,1,2,3,2,5.0,5.0,3,2,4,-8,6,-8,5,,,,,1,1,2,2,100000.0,3,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,2014.0,1985.0,2014.0,10.0,1.0,1.0,100000.0,1.0,3.0,1.0,-3,3,1,2,-3,3,1,2,2,1,3,2,250000.0,4,3,3,4,5,3,2,5,3,3,-8,3,1,1,80,80.0,60,-2,-2.0,-2,-2,70,75
2,15,41,72,2015/7/14 17:35,2,1978,1,1,2,4,,4.0,1994.0,10000,1,,110.0,0,1,0,0,0,0,0,0,0,,161,116,4,3,3,1,1.0,1,1,1,4,2,2,2,5,3,5,5,4,4,-8,4,5,4,4,2,2,1,3.0,3.0,1,2,4,4,4,3,3,,,,,1,1,2,2,30000.0,4,3,1,2,0,1,0,0,0,0,0,0,0,,0,1,1.0,3,1997.0,1975.0,1997.0,4.0,1.0,1.0,20000.0,2.0,,,1950,1,1,2,1952,1,1,2,2,2,3,3,20000.0,4,4,4,4,4,-8,3,4,4,-8,-8,-8,3,4,50,30.0,60,60,70.0,80,70,80,60
1,11,29,52,2015/7/17 18:00,1,1970,1,1,1,4,,4.0,1985.0,100000,1,,110.0,0,0,0,0,1,0,0,0,0,,170,150,5,3,3,2,1.0,3,3,1,4,5,1,4,5,5,4,5,4,2,2,5,4,5,1,4,2,2,2.0,2.0,6,3,6,5,7,5,1,2.0,30.0,1.0,2.0,1,1,2,2,150000.0,4,4,2,1,0,0,1,0,0,0,0,0,0,,0,1,1.0,3,1999.0,1976.0,1990.0,6.0,1.0,2.0,40000.0,1.0,3.0,1.0,1934,4,1,1,1941,4,1,1,2,2,2,3,-2.0,-8,-8,-8,-8,4,4,4,4,4,4,4,4,-8,2,90,85.0,90,80,70.0,90,70,80,95
1,17,50,83,2015/7/24 9:12,2,1959,1,1,1,6,,4.0,1976.0,0,1,,400.0,0,0,1,0,0,0,0,0,0,,160,138,5,5,5,2,1.0,3,1,1,4,1,3,1,5,2,2,5,3,4,1,5,5,5,5,3,4,4,1.0,2.0,1,2,7,7,5,4,5,,,,,1,1,1,2,35000.0,6,3,2,1,0,1,0,0,0,0,0,0,0,,2,0,0.0,3,1981.0,1959.0,1981.0,4.0,1.0,2.0,8000.0,5.0,,,1915,2,1,3,1920,1,1,2,2,2,4,-8,10000.0,4,5,5,5,5,-8,1,5,1,5,-8,5,1,5,100,80.0,75,60,50.0,50,40,70,50
2,15,41,72,2015/7/15 15:37,1,1968,1,1,1,4,,2.0,-2.0,-2,1,,100.0,0,1,0,0,0,0,0,0,0,,170,126,4,4,4,1,2.0,1,1,1,4,3,1,2,5,5,5,5,4,5,5,5,5,5,4,2,2,2,5.0,5.0,1,4,4,2,5,3,2,,,,,1,1,2,2,-2.0,2,3,1,2,0,1,0,0,0,0,0,0,0,,2,0,0.0,3,1991.0,1968.0,1991.0,1.0,1.0,1.0,-2.0,3.0,,,-2,1,1,2,-2,1,1,2,2,2,4,3,60000.0,4,3,3,3,5,3,3,4,3,3,3,3,3,5,80,80.0,70,60,60.0,70,70,80,80
